,Month,DAY,2018,2019,2020
188,Jul,7,20.2,20.5,20.0
189,Jul,8,21.5,21.3,21.4
190,Jul,9,21.5,22.3,21.8
191,Jul,10,20.0,21.3,18.4
192,Jul,11,19.8,18.6,20.8
193,Jul,12,20.4,23.8,22.2
194,Jul,13,20.4,20.6,22.1
195,Jul,14,22.5,19.9,21.6
196,Jul,15,20.1,18.4,21.8
197,Jul,16,19.8,21.0,20.7
198,Jul,17,20.0,23.4,21.7
199,Jul,18,20.8,20.1,20.6
200,Jul,19,21.9,20.3,21.4
201,Jul,20,19.6,20.6,22.2
202,Jul,21,20.4,20.6,20.1
203,Jul,22,20.8,20.0,19.8
204,Jul,23,20.3,21.2,19.9
205,Jul,24,20.5,20.4,20.8
206,Jul,25,21.8,21.5,22.2
207,Jul,26,20.6,18.6,19.7
208,Jul,27,19.8,20.0,22.6
209,Jul,28,20.1,20.2,19.2
210,Jul,29,20.2,20.4,19.8
211,Jul,30,19.6,20.3,20.6
212,Jul,31,22.6,20.4,18.9
213,Aug,1,19.6,20.0,20.5
214,Aug,2,20.1,19.9,20.6
215,Aug,3,20.0,19.9,21.1
216,Aug,4,20.4,20.6,20.2
217,Aug,5,20.2,20.2,21.0
218,Aug,6,21.0,19.5,21.0
219,Aug,7,21.7,19.4,20.4
220,Aug,8,20.4,20.3,20.5
221,Aug,9,21.2,19.4,19.8
222,Aug,10,20.7,20.6,20.3
223,Aug,11,20.6,21.3,17.6
224,Aug,12,21.5,20.3,18.6
225,Aug,13,21.5,20.9,18.9
226,Aug,14,21.0,20.9,20.3
227,Aug,15,20.4,20.6,20.5
228,Aug,16,18.9,20.8,21.6
229,Aug,17,19.4,21.5,20.9
230,Aug,18,19.9,21.0,20.5
231,Aug,19,21.0,20.0,21.5
232,Aug,20,20.0,20.6,20.1
233,Aug,21,20.2,20.4,19.2
234,Aug,22,20.0,20.1,20.2
235,Aug,23,19.6,19.6,21.5
236,Aug,24,21.2,20.0,19.0
237,Aug,25,19.7,20.3,20.4
238,Aug,26,19.8,20.6,20.2
239,Aug,27,21.2,20.1,21.1
240,Aug,28,20.5,20.0,19.4
241,Aug,29,20.4,20.4,19.0
242,Aug,30,19.0,20.6,19.3
243,Aug,31,19.0,21.7,20.2
244,Sep,1,19.8,20.8,19.7
245,Sep,2,20.1,20.3,20.4
246,Sep,3,19.2,20.1,20.1
247,Sep,4,21.8,19.8,19.2
248,Sep,5,20.0,20.9,20.0
249,Sep,6,21.8,21.6,18.6
250,Sep,7,20.1,20.4,20.5
251,Sep,8,20.2,20.0,19.5
252,Sep,9,21.8,20.7,20.0
253,Sep,10,18.7,20.7,20.0
254,Sep,11,19.0,21.1,21.0
255,Sep,12,21.6,20.1,20.5
256,Sep,13,21.0,21.2,19.7
257,Sep,14,19.4,19.6,21.3
258,Sep,15,21.8,20.8,21.3
259,Sep,16,21.4,22.6,21.2
260,Sep,17,20.0,19.9,20.0
261,Sep,18,20.0,20.6,20.8
262,Sep,19,23.0,20.8,20.0
263,Sep,20,20.0,21.1,20.0
264,Sep,21,23.7,21.1,19.4
265,Sep,22,21.0,22.1,21.4
266,Sep,23,21.9,21.9,20.0
267,Sep,24,20.5,20.3,20.1
268,Sep,25,19.0,21.4,18.4
269,Sep,26,19.5,22.4,20.2
270,Sep,27,20.6,22.4,20.0
271,Sep,28,19.6,21.6,20.2
272,Sep,29,22.0,20.5,20.1
273,Sep,30,20.0,20.6,20.3
274,Oct,1,19.8,22.1,20.3
275,Oct,2,22.6,21.4,20.3
276,Oct,3,21.7,20.2,21.4
277,Oct,4,22.5,20.0,20.3
278,Oct,5,21.5,20.1,19.8
279,Oct,6,21.2,21.8,20.8
280,Oct,7,21.7,21.6,20.4
281,Oct,8,21.0,20.2,19.3
282,Oct,9,21.9,19.1,20.9
283,Oct,10,22.5,19.9,19.8
284,Oct,11,20.2,19.8,20.5
285,Oct,12,20.8,22.0,20.2
286,Oct,13,21.0,20.1,20.5
287,Oct,14,21.5,20.1,20.5
288,Oct,15,21.0,20.4,20.2
289,Oct,16,20.0,21.0,20.4
290,Oct,17,20.5,20.1,21.0
291,Oct,18,19.8,20.2,20.0
292,Oct,19,21.8,20.1,21.4
293,Oct,20,18.6,20.4,20.0
294,Oct,21,18.6,20.5,20.1
295,Oct,22,19.8,21.0,20.0
296,Oct,23,20.0,20.3,21.4
297,Oct,24,22.5,24.4,20.9
298,Oct,25,20.5,19.8,19.5
299,Oct,26,20.3,20.5,17.4
300,Oct,27,21.5,22.1,18.8
301,Oct,28,18.7,19.5,19.0
302,Oct,29,19.2,20.1,19.7
303,Oct,30,19.7,21.8,19.3
304,Oct,31,19.2,22.7,19.8
305,Nov,1,19.7,21.4,19.1
306,Nov,2,21.0,18.5,19.3
307,Nov,3,20.5,20.2,18.3
308,Nov,4,19.2,19.5,18.9
309,Nov,5,20.4,19.4,19.2
310,Nov,6,19.9,20.5,20.3
311,Nov,7,19.3,20.0,20.0
312,Nov,8,19.6,20.4,19.5
313,Nov,9,20.2,19.5,18.4
314,Nov,10,19.3,19.6,18.5
315,Nov,11,22.2,19.5,18.6
316,Nov,12,19.1,19.2,19.5
317,Nov,13,21.1,19.8,16.9
318,Nov,14,20.8,18.7,17.9
319,Nov,15,18.7,17.6,18.4
320,Nov,16,20.0,18.6,18.6
321,Nov,17,18.0,18.6,15.2
322,Nov,18,20.1,20.2,16.4
323,Nov,19,21.5,20.0,17.4
324,Nov,20,19.0,19.2,16.0
325,Nov,21,18.6,18.1,18.8
326,Nov,22,18.9,20.2,18.9
327,Nov,23,19.3,18.6,16.5
328,Nov,24,19.2,19.8,17.2
329,Nov,25,23.0,20.1,17.4
330,Nov,26,20.1,15.8,16.8
331,Nov,27,19.2,19.1,16.6
332,Nov,28,19.4,19.8,16.6
333,Nov,29,19.0,18.2,17.2
334,Nov,30,18.8,20.2,15.1
335,Dec,1,18.2,17.4,15.3
336,Dec,2,18.1,18.5,14.5
337,Dec,3,18.5,19.9,17.6
338,Dec,4,18.5,18.6,15.4
339,Dec,5,18.4,22.8,15.6
340,Dec,6,18.4,21.6,17.9
341,Dec,7,19.1,13.9,18.1
342,Dec,8,19.0,19.3,15.5
343,Dec,9,18.8,19.8,15.0
344,Dec,10,18.0,19.2,15.1
345,Dec,11,19.0,19.2,15.4
346,Dec,12,18.0,20.4,16.7
347,Dec,13,18.4,16.2,14.5
348,Dec,14,17.5,14.2,16.2
349,Dec,15,19.0,17.4,16.5
350,Dec,16,18.0,17.5,16.1
351,Dec,17,18.8,19.4,15.1
352,Dec,18,18.4,17.0,13.6
353,Dec,19,17.2,17.2,15.2
354,Dec,20,18.5,12.2,15.5
355,Dec,21,18.2,13.1,15.6
356,Dec,22,16.4,13.4,16.3
357,Dec,23,16.5,15.3,15.5
358,Dec,24,16.2,16.8,15.0
359,Dec,25,18.0,15.2,16.5
360,Dec,26,18.5,15.0,16.3
361,Dec,27,18.4,16.5,16.1
362,Dec,28,18.5,15.2,16.5
363,Dec,29,19.2,13.6,15.2
364,Dec,30,19.5,14.6,14.5
365,Dec,31,18.7,13.9,16.5
