,Month,DAY,2018,2019,2020
74,Mar,15,1016.4,1016.0,1017.2
75,Mar,16,1015.6,1017.5,1016.5
76,Mar,17,1015.4,1017.5,1016.7
77,Mar,18,1014.7,1016.7,1016.7
78,Mar,19,1015.1,1015.3,1016.5
79,Mar,20,1015.3,1014.5,1016.1
80,Mar,21,1016.3,1015.3,1016.1
81,Mar,22,1016.7,1014.9,1015.3
82,Mar,23,1016.0,1015.3,1015.8
83,Mar,24,1015.3,1016.2,1015.0
84,Mar,25,1016.0,1018.0,1016.1
85,Mar,26,1016.0,1018.1,1016.0
86,Mar,27,1016.9,1018.3,1015.7
87,Mar,28,1015.4,1018.2,1016.2
88,Mar,29,1017.3,1017.6,1015.8
89,Mar,30,1016.6,1016.3,1014.8
90,Mar,31,1014.9,1016.2,1015.3
91,Apr,1,1014.5,1015.6,1016.0
92,Apr,2,1013.0,1015.5,1015.1
93,Apr,3,1013.2,1015.4,1015.3
94,Apr,4,1015.3,1014.8,1016.1
95,Apr,5,1014.4,1015.0,1017.2
96,Apr,6,1013.1,1014.8,1016.7
97,Apr,7,1014.4,1015.3,1015.8
98,Apr,8,1015.9,1016.5,1015.5
99,Apr,9,1016.3,1016.3,1017.0
100,Apr,10,1017.6,1014.9,1016.1
101,Apr,11,1016.2,1015.0,1017.7
102,Apr,12,1016.2,1014.1,1018.0
103,Apr,13,1016.3,1015.1,1017.5
104,Apr,14,1017.2,1018.3,1016.4
105,Apr,15,1018.5,1017.4,1016.9
106,Apr,16,1017.8,1018.5,1015.8
107,Apr,17,1017.8,1016.4,1015.3
108,Apr,18,1017.7,1016.0,1016.9
109,Apr,19,1017.5,1017.2,1017.9
110,Apr,20,1015.6,1016.7,1017.2
111,Apr,21,1016.5,1015.2,1016.8
112,Apr,22,1017.0,1015.5,1016.1
113,Apr,23,1016.3,1015.0,1015.9
114,Apr,24,1016.4,1017.3,1016.7
115,Apr,25,1017.2,1018.0,1015.9
116,Apr,26,1016.7,1016.7,1015.3
117,Apr,27,1016.9,1015.7,1017.8
118,Apr,28,1017.5,1015.8,1017.5
119,Apr,29,1016.9,1016.0,1018.1
120,Apr,30,1016.4,1017.0,1019.2
121,May,1,1016.6,1014.7,1015.6500000000001
122,May,2,1015.6,1014.8,1015.2
123,May,3,1014.5,1015.3,1014.9
124,May,4,1015.9,1013.8,1014.8499999999999
125,May,5,1015.9,1014.2,1015.05
126,May,6,1017.3,1015.3,1016.3
127,May,7,1017.2,1015.5,1016.35
128,May,8,1017.2,1015.0,1016.1
129,May,9,1014.6,1012.2,1013.4000000000001
130,May,10,1015.2,1012.9,1014.05
131,May,11,1016.9,1014.7,1015.8
132,May,12,1018.0,1014.7,1016.35
133,May,13,1016.5,1014.4,1015.45
134,May,14,1015.7,1014.2,1014.95
135,May,15,1016.4,1014.7,1015.55
136,May,16,1016.5,1015.2,1015.85
137,May,17,1015.6,1014.2,1014.9000000000001
138,May,18,1014.6,1014.4,1014.5
139,May,19,1014.3,1015.0,1014.65
140,May,20,1014.9,1015.1,1015.0
141,May,21,1015.9,1018.8,1017.3499999999999
142,May,22,1016.2,1016.4,1016.3
143,May,23,1016.3,1016.2,1016.25
144,May,24,1014.0,1014.8,1014.4
145,May,25,1013.9,1014.2,1014.05
146,May,26,1016.4,1015.3,1015.8499999999999
147,May,27,1017.9,1014.7,1016.3
148,May,28,1018.0,1015.5,1016.75
149,May,29,1017.6,1015.4,1016.5
150,May,30,1018.3,1015.3,1016.8
151,May,31,1017.6,1015.8,1016.7
152,Jun,1,1018.3,1017.0,1019.4
153,Jun,2,1017.0,1018.3,1018.6
154,Jun,3,1019.2,1018.3,1018.0
155,Jun,4,1018.8,1018.1,1017.1
156,Jun,5,1017.3,1016.1,1019.3
157,Jun,6,1017.1,1016.7,1019.8
158,Jun,7,1019.3,1016.6,1019.5
159,Jun,8,1018.1,1019.0,1017.2
160,Jun,9,1017.7,1017.8,1015.8
161,Jun,10,1017.4,1018.2,1018.4
162,Jun,11,1019.6,1015.6,1017.0
163,Jun,12,1018.5,1019.3,1017.5
164,Jun,13,1018.4,1019.5,1018.2
165,Jun,14,1019.2,1018.9,1018.0
166,Jun,15,1018.3,1019.6,1019.0
167,Jun,16,1018.1,1019.7,1017.1
168,Jun,17,1017.7,1019.2,1016.8
169,Jun,18,1018.0,1020.2,1017.0
170,Jun,19,1018.4,1018.6,1020.9
171,Jun,20,1020.8,1018.2,1019.3
172,Jun,21,1020.3,1020.4,1018.5
173,Jun,22,1019.8,1019.9,1016.3
174,Jun,23,1018.3,1017.8,1017.4
175,Jun,24,1020.1,1017.9,1016.2
176,Jun,25,1018.5,1018.3,1015.8
177,Jun,26,1017.3,1019.1,1015.6
178,Jun,27,1016.4,1019.8,1015.8
179,Jun,28,1016.8,1020.3,1015.7
180,Jun,29,1017.3,1019.8,1017.0
181,Jun,30,1015.5,1020.0,1017.9
182,Jul,1,1017.4,1016.3,1017.8
183,Jul,2,1016.5,1015.6,1017.2
184,Jul,3,1017.0,1017.5,1015.9
185,Jul,4,1017.8,1017.7,1018.2
186,Jul,5,1019.4,1019.5,1017.8
187,Jul,6,1018.8,1017.7,1016.2
188,Jul,7,1017.7,1016.3,1015.7
189,Jul,8,1018.7,1019.5,1015.5
190,Jul,9,1019.2,1021.0,1017.4
191,Jul,10,1019.8,1019.7,1017.7
192,Jul,11,1020.4,1015.6,1018.4
193,Jul,12,1021.0,1018.8,1019.0
194,Jul,13,1019.0,1020.1,1016.8
195,Jul,14,1018.2,1018.7,1016.8
196,Jul,15,1017.2,1016.5,1017.6
197,Jul,16,1019.5,1018.3,1018.7
198,Jul,17,1019.1,1019.5,1019.1
199,Jul,18,1019.5,1017.5,1018.9
200,Jul,19,1018.5,1022.0,1018.0
201,Jul,20,1017.1,1019.5,1016.4
202,Jul,21,1018.9,1019.0,1017.1
203,Jul,22,1019.3,1018.7,1017.9
204,Jul,23,1018.7,1019.1,1016.6
205,Jul,24,1018.4,1018.2,1017.2
206,Jul,25,1018.9,1018.7,1017.6
207,Jul,26,1020.9,1018.6,1016.9
208,Jul,27,1020.4,1018.3,1019.0
209,Jul,28,1019.4,1018.0,1018.0
210,Jul,29,1017.7,1019.1,1017.5
211,Jul,30,1018.8,1018.8,1018.0
212,Jul,31,1018.4,1018.4,1017.7
213,Aug,1,1018.7,1016.4,1020.0
214,Aug,2,1018.5,1020.8,1018.6
215,Aug,3,1018.7,1017.2,1020.0
216,Aug,4,1020.4,1019.8,1020.3
217,Aug,5,1020.1,1018.9,1018.3
218,Aug,6,1018.9,1020.8,1017.8
219,Aug,7,1020.6,1021.3,1019.2
220,Aug,8,1020.7,1019.6,1021.3
221,Aug,9,1020.3,1020.6,1019.5
222,Aug,10,1019.5,1021.6,1017.3
223,Aug,11,1020.0,1020.1,1019.0
224,Aug,12,1018.9,1018.6,1019.6
225,Aug,13,1019.3,1018.8,1018.1
226,Aug,14,1019.7,1019.8,1015.8
227,Aug,15,1019.9,1019.1,1017.6
228,Aug,16,1020.2,1018.7,1016.8
229,Aug,17,1019.6,1019.0,1015.4
230,Aug,18,1017.9,1017.0,1016.6
231,Aug,19,1019.5,1016.2,1015.4
232,Aug,20,1018.1,1018.4,1013.7
233,Aug,21,1017.4,1019.2,1014.2
234,Aug,22,1018.3,1018.0,1017.5
235,Aug,23,1018.5,1020.0,1018.2
236,Aug,24,1017.4,1012.0,1015.3
237,Aug,25,1018.5,1021.4,1017.2
238,Aug,26,1020.8,1020.5,1018.5
239,Aug,27,1019.2,1020.5,1018.3
240,Aug,28,1018.1,1019.8,1017.6
241,Aug,29,1017.7,1020.4,1017.9
242,Aug,30,1016.6,1019.5,1017.4
243,Aug,31,1015.8,1016.8,1018.3
244,Sep,1,1018.5,1017.4,1017.3
245,Sep,2,1018.5,1018.7,1016.3
246,Sep,3,1017.0,1012.0,1018.0
247,Sep,4,1017.3,1018.2,1020.0
248,Sep,5,1018.6,1018.9,1016.8
249,Sep,6,1016.2,1019.1,1016.3
250,Sep,7,1016.3,1019.3,1016.3
251,Sep,8,1017.5,1020.4,1016.5
252,Sep,9,1019.2,1019.6,1017.3
253,Sep,10,1020.0,1019.4,1018.2
254,Sep,11,1018.6,1017.8,1015.4
255,Sep,12,1019.4,1018.7,1017.3
256,Sep,13,1017.4,1018.4,1018.0
257,Sep,14,1016.8,1018.6,1019.2
258,Sep,15,1018.4,1017.9,1017.7
259,Sep,16,1018.9,1017.8,1016.6
260,Sep,17,1018.5,1017.1,1018.5
261,Sep,18,1016.7,1018.0,1019.1
262,Sep,19,1018.4,1017.9,1017.0
263,Sep,20,1017.3,1018.5,1017.7
264,Sep,21,1016.7,1018.4,1019.3
265,Sep,22,1017.0,1017.0,1018.6
266,Sep,23,1018.6,1018.3,1018.5
267,Sep,24,1018.5,1016.1,1018.7
268,Sep,25,1018.1,1017.5,1019.5
269,Sep,26,1017.7,1018.4,1016.8
270,Sep,27,1016.8,1018.2,1016.6
271,Sep,28,1017.7,1017.6,1016.4
272,Sep,29,1020.4,1017.7,1017.6
273,Sep,30,1016.8,1016.5,1017.6
274,Oct,1,1016.7,1017.2,1016.5
275,Oct,2,1018.3,1017.9,1018.0
276,Oct,3,1017.0,1017.8,1018.1
277,Oct,4,1017.0,1015.9,1018.6
278,Oct,5,1018.1,1017.2,1018.6
279,Oct,6,1019.8,1017.8,1017.8
280,Oct,7,1017.9,1016.1,1017.7
281,Oct,8,1016.7,1017.4,1018.4
282,Oct,9,1017.0,1017.2,1018.5
283,Oct,10,1017.2,1017.2,1019.5
284,Oct,11,1018.4,1015.9,1019.1
285,Oct,12,1017.8,1016.0,1017.2
286,Oct,13,1017.7,1017.3,1017.2
287,Oct,14,1017.1,1016.6,1018.5
288,Oct,15,1018.5,1017.1,1019.2
289,Oct,16,1019.2,1018.5,1018.0
290,Oct,17,1018.0,1018.2,1018.2
291,Oct,18,1016.8,1017.4,1016.5
292,Oct,19,1017.1,1017.1,1017.6
293,Oct,20,1016.2,1018.8,1016.7
294,Oct,21,1015.7,1018.6,1017.4
295,Oct,22,1015.8,1016.2,1018.0
296,Oct,23,1017.2,1018.6,1018.2
297,Oct,24,1017.2,1017.4,1017.5
298,Oct,25,1017.4,1016.9,1016.1
299,Oct,26,1018.0,1018.3,1016.9
300,Oct,27,1018.8,1018.0,1016.7
301,Oct,28,1017.6,1017.2,1016.6
302,Oct,29,1017.4,1016.9,1017.6
303,Oct,30,1017.4,1016.9,1017.7
304,Oct,31,1016.54,1017.2,1017.5
305,Nov,1,1015.4,1017.4,1017.4
306,Nov,2,1016.4,1016.2,1018.1
307,Nov,3,1016.1,1018.6,1018.7
308,Nov,4,1013.8,1018.1,1018.0
309,Nov,5,1014.5,1018.4,1017.8
310,Nov,6,1014.5,1016.9,1019.0
311,Nov,7,1017.7,1016.1,1020.0
312,Nov,8,1017.6,1016.2,1020.3
313,Nov,9,1016.8,1016.3,1019.8
314,Nov,10,1016.4,1015.6,1019.0
315,Nov,11,1017.0,1014.6,1019.0
316,Nov,12,1016.1,1014.8,1019.0
317,Nov,13,1016.8,1015.7,1019.0
318,Nov,14,1016.4,1016.4,1018.4
319,Nov,15,1017.8,1016.3,1017.9
320,Nov,16,1018.2,1015.6,1017.6
321,Nov,17,1018.9,1015.7,1017.5
322,Nov,18,1018.5,1015.7,1018.0
323,Nov,19,1017.2,1015.8,1017.1
324,Nov,20,1018.2,1016.4,1016.9
325,Nov,21,1017.7,1015.3,1017.3
326,Nov,22,1017.8,1017.6,1017.3
327,Nov,23,1017.5,1017.0,1017.8
328,Nov,24,1017.2,1017.1,1018.3
329,Nov,25,1017.7,1017.3,1018.1
330,Nov,26,1017.0,1016.5,1016.9
331,Nov,27,1017.0,1017.3,1016.5
332,Nov,28,1017.1,1018.1,1017.1
333,Nov,29,1016.3,1018.6,1018.5
334,Nov,30,1016.4,1017.8,1018.2
335,Dec,1,1020.1,1016.9,1019.3
336,Dec,2,1016.8,1016.9,1019.8
337,Dec,3,1016.7,1017.7,1021.6
338,Dec,4,1017.1,1018.0,1021.8
339,Dec,5,1016.8,1016.6,1021.6
340,Dec,6,1017.2,1017.4,1018.8
341,Dec,7,1018.4,1016.8,1018.0
342,Dec,8,1018.2,1018.7,1017.8
343,Dec,9,1019.5,1018.3,1019.6
344,Dec,10,1021.5,1017.3,1019.1
345,Dec,11,1021.6,1017.5,1020.1
346,Dec,12,1020.5,1018.3,1019.5
347,Dec,13,1020.2,1019.2,1019.3
348,Dec,14,1021.5,1019.1,1016.0
349,Dec,15,1020.1,1019.7,1016.1
350,Dec,16,1021.6,1017.4,1019.3
351,Dec,17,1019.7,1017.0,1020.3
352,Dec,18,1021.3,1017.3,1020.7
353,Dec,19,1020.5,1018.7,1021.5
354,Dec,20,1020.9,1019.2,1019.6
355,Dec,21,1019.6,1019.7,1018.0
356,Dec,22,1019.4,1019.6,1020.1
357,Dec,23,1018.7,1019.4,1020.3
358,Dec,24,1018.5,1019.4,1020.5
359,Dec,25,1018.0,1019.5,1020.6
360,Dec,26,1019.1,1018.8,1020.6
361,Dec,27,1019.4,1019.8,1020.7
362,Dec,28,1018.8,1018.6,1019.1
363,Dec,29,1018.6,1017.9,1019.4
364,Dec,30,1018.6,1017.8,1019.5
365,Dec,31,1019.4,1018.7,1021.2
